dataset,reported_as,dataset_hash,actual_data_path,class_policy,sample_policy,train_rows,test_rows,num_classes,noise_type,tail_flip_rate,effective_flip_rate_train,seed,method,training_mode,macro_f1,fpr,fnr,tail_macro_f1,tail_recall,rare_recovery_rate,rare_retained_rate,rare_clean_suspicious_count,rare_recovered_count,rare_recovery_eval,rare_retained_count,err,err_tail,err_final,err_degree,err_tail_degree,err_final_degree,mean_weight,retained_fraction,clean_rare_suspicious_retained_fraction,soft_retained_hard_deleted_count,semisup_candidate_count,semisup_selected_count,semisup_selected_rate,semisup_confidence_mean,runtime_sec,memory_mb,tail_labels,tail_label_names,active_views,source_verified,replacement_for
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,0,CoLD,cold_hard,0.5541660739860289,0.006756756756756757,0.078125,0.05714285714285714,0.043478260869565216,0.0,0.0,12,0,out_of_fold_training_predictions,0,0.7444239513883577,0.42678000637836283,0.5856019788833603,0.7444239513883577,0.42678000637836283,0.5856019788833603,0.9839,0.9839,0.0,0,0,0,0.0,0.0,0.6968679000274278,6.991744041442871,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,0,ablation_hard,hard_deletion,0.8782731401177283,0.0033783783783783786,0.03409090909090909,0.7533333333333333,0.5652173913043478,0.0,0.0,12,0,out_of_fold_training_predictions,0,0.968911838580916,0.941006280829385,0.9549590597051505,0.968911838580916,0.941006280829385,0.9549590597051505,0.9939,0.9939,0.0,0,0,0,0.0,0.0,0.5227499000029638,7.457185745239258,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,0,Graph-CoLD-soft,scalar_soft,0.8425711037399348,0.010135135135135136,0.015625,0.6684848484848486,0.6521739130434783,1.0,1.0,12,12,out_of_fold_training_predictions,12,1.0,1.0,1.0,0.8823072913006931,0.8882419886417624,0.8852746399712277,0.8775965179873114,1.0,1.0,61,0,0,0.0,0.0,0.5410511000081897,7.504700660705566,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,0,Graph-CoLD-semisup,evidence_semisup,0.9315659499816228,0.010135135135135136,0.015625,0.8646153846153848,0.6956521739130435,0.08333333333333333,1.0,12,1,out_of_fold_training_predictions,12,1.0,1.0,1.0,0.8823072913006931,0.8882419886417624,0.8852746399712277,0.8775965179873114,1.0,1.0,61,23,20,0.002,0.7833333333333334,0.8089291999931447,7.7147111892700195,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,0,Graph-CoLD,scalar_soft,0.8425711037399348,0.010135135135135136,0.015625,0.6684848484848486,0.6521739130434783,1.0,1.0,12,12,out_of_fold_training_predictions,12,1.0,1.0,1.0,0.8823072913006931,0.8882419886417624,0.8852746399712277,0.8775965179873114,1.0,1.0,61,0,0,0.0,0.0,0.5586402000044473,8.258133888244629,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,0,CoLD,cold_hard,0.5364167731909668,0.0033783783783783786,0.041193181818181816,0.0,0.0,0.0,0.0,18,0,out_of_fold_training_predictions,0,0.6950784625824734,0.25712600292852444,0.4761022327554989,0.6950784625824734,0.25712600292852444,0.4761022327554989,0.984,0.984,0.0,0,0,0,0.0,0.0,0.539631899970118,7.027411460876465,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,0,ablation_hard,hard_deletion,0.6700789309970021,0.0033783783783783786,0.028409090909090908,0.2909090909090909,0.34782608695652173,0.0,0.0,18,0,out_of_fold_training_predictions,0,0.9370731594239061,0.8541744897688618,0.8956238245963839,0.9370731594239061,0.8541744897688618,0.8956238245963839,0.994,0.994,0.0,0,0,0,0.0,0.0,0.5397145999595523,7.567370414733887,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,0,Graph-CoLD-soft,scalar_soft,0.6591089825439261,0.006756756756756757,0.02556818181818182,0.26545454545454544,0.30434782608695654,1.0,1.0,18,18,out_of_fold_training_predictions,18,1.0,1.0,1.0,0.8664119961425989,0.8516401910942281,0.8590260936184135,0.8772358497665816,1.0,1.0,60,0,0,0.0,0.0,0.4807077000150457,7.533534049987793,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,0,Graph-CoLD-semisup,evidence_semisup,0.6820813290964037,0.0033783783783783786,0.03977272727272727,0.32259740259740266,0.34782608695652173,0.05555555555555555,1.0,18,1,out_of_fold_training_predictions,18,1.0,1.0,1.0,0.8664119961425989,0.8516401910942281,0.8590260936184135,0.8772358497665816,1.0,1.0,60,29,25,0.0025,0.8449999999999999,0.7261902999598533,8.287908554077148,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,0,Graph-CoLD,scalar_soft,0.6591089825439261,0.006756756756756757,0.02556818181818182,0.26545454545454544,0.30434782608695654,1.0,1.0,18,18,out_of_fold_training_predictions,18,1.0,1.0,1.0,0.8664119961425989,0.8516401910942281,0.8590260936184135,0.8772358497665816,1.0,1.0,60,0,0,0.0,0.0,0.495735100004822,7.492433547973633,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,0,CoLD,cold_hard,0.49692011302580497,0.0033783783783783786,0.048295454545454544,0.0,0.0,0.0,0.0,16,0,out_of_fold_training_predictions,0,0.6861066341668602,0.11000780750931875,0.3980572208380895,0.6861066341668602,0.11000780750931875,0.3980572208380895,0.9842,0.9842,0.0,0,0,0,0.0,0.0,0.5328563000075519,7.369683265686035,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,0,ablation_hard,hard_deletion,0.5853873148288811,0.006756756756756757,0.036931818181818184,0.10714285714285714,0.08695652173913043,0.0,0.0,16,0,out_of_fold_training_predictions,0,0.9271266757528729,0.8007098980312439,0.8639182868920584,0.9271266757528729,0.8007098980312439,0.8639182868920584,0.9942,0.9942,0.0,0,0,0,0.0,0.0,0.5072335000149906,7.485223770141602,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,0,Graph-CoLD-soft,scalar_soft,0.6239951447725565,0.0033783783783783786,0.045454545454545456,0.19603174603174603,0.17391304347826086,1.0,1.0,16,16,out_of_fold_training_predictions,16,1.0,1.0,1.0,0.8641600891900775,0.8417091736930984,0.852934631441588,0.87732532599681,1.0,1.0,58,0,0,0.0,0.0,0.6068393000168726,8.291009902954102,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,0,Graph-CoLD-semisup,evidence_semisup,0.5634065233721569,0.0033783783783783786,0.03409090909090909,0.05714285714285714,0.043478260869565216,0.0,1.0,16,0,out_of_fold_training_predictions,16,1.0,1.0,1.0,0.8641600891900775,0.8417091736930984,0.852934631441588,0.87732532599681,1.0,1.0,58,27,26,0.0026,0.8477564102564104,0.8446377000072971,7.972977638244629,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,0,Graph-CoLD,scalar_soft,0.6239951447725565,0.0033783783783783786,0.045454545454545456,0.19603174603174603,0.17391304347826086,1.0,1.0,16,16,out_of_fold_training_predictions,16,1.0,1.0,1.0,0.8641600891900775,0.8417091736930984,0.852934631441588,0.87732532599681,1.0,1.0,58,0,0,0.0,0.0,0.5268185999593697,7.451870918273926,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,1,CoLD,cold_hard,0.5646371509726172,0.006756756756756757,0.11221590909090909,0.08888888888888888,0.08695652173913043,0.0,0.0,13,0,out_of_fold_training_predictions,0,0.7418621070643793,0.41152707068719474,0.5766945888757871,0.7418621070643793,0.41152707068719474,0.5766945888757871,0.9834,0.9834,0.0,0,0,0,0.0,0.0,0.9295920999720693,7.161728858947754,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,1,ablation_hard,hard_deletion,0.7318006258695682,0.006756756756756757,0.09943181818181818,0.4525974025974026,0.30434782608695654,0.0,0.0,13,0,out_of_fold_training_predictions,0,0.9669856315566512,0.9298456212525198,0.9484156264045855,0.9669856315566512,0.9298456212525198,0.9484156264045855,0.9934,0.9934,0.0,0,0,0,0.0,0.0,0.9044255000189878,7.527412414550781,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,1,Graph-CoLD-soft,scalar_soft,0.8224503435826932,0.010135135135135136,0.10227272727272728,0.6888888888888889,0.4782608695652174,1.0,1.0,13,13,out_of_fold_training_predictions,13,1.0,1.0,1.0,0.8756284426106534,0.871382737819766,0.8735055902152098,0.8766812590218224,1.0,1.0,66,0,0,0.0,0.0,0.8270321000018157,7.4975080490112305,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,1,Graph-CoLD-semisup,evidence_semisup,0.7151974402747645,0.0033783783783783786,0.10369318181818182,0.42714285714285716,0.2608695652173913,0.0,1.0,13,0,out_of_fold_training_predictions,13,1.0,1.0,1.0,0.8756284426106534,0.871382737819766,0.8735055902152098,0.8766812590218224,1.0,1.0,66,24,23,0.0023,0.8532608695652174,1.067224600003101,7.477808952331543,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.4,0.0103,1,Graph-CoLD,scalar_soft,0.8224503435826932,0.010135135135135136,0.10227272727272728,0.6888888888888889,0.4782608695652174,1.0,1.0,13,13,out_of_fold_training_predictions,13,1.0,1.0,1.0,0.8756284426106534,0.871382737819766,0.8735055902152098,0.8766812590218224,1.0,1.0,66,0,0,0.0,0.0,0.6463604999589734,8.197928428649902,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,1,CoLD,cold_hard,0.5252245455508137,0.006756756756756757,0.109375,0.0,0.0,0.0,0.0,12,0,out_of_fold_training_predictions,0,0.703098676448656,0.2814737191466166,0.49228619779763627,0.703098676448656,0.2814737191466166,0.49228619779763627,0.984,0.984,0.0,0,0,0,0.0,0.0,0.7332290000049397,7.048432350158691,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,1,ablation_hard,hard_deletion,0.6494274078485943,0.0033783783783783786,0.09943181818181818,0.2707070707070707,0.30434782608695654,0.0,0.0,12,0,out_of_fold_training_predictions,0,0.9596112302176635,0.9039530524351785,0.931782141326421,0.9596112302176635,0.9039530524351785,0.931782141326421,0.994,0.994,0.0,0,0,0,0.0,0.0,0.6140057999873534,8.087450981140137,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,1,Graph-CoLD-soft,scalar_soft,0.7275394878744647,0.006756756756756757,0.07954545454545454,0.4351515151515152,0.391304347826087,1.0,1.0,12,12,out_of_fold_training_predictions,12,1.0,1.0,1.0,0.8715429196801932,0.8613136731181832,0.8664282963991882,0.8768407721140393,1.0,1.0,60,0,0,0.0,0.0,0.679925300006289,8.368252754211426,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,1,Graph-CoLD-semisup,evidence_semisup,0.6617529646465344,0.0033783783783783786,0.10653409090909091,0.3018181818181818,0.34782608695652173,0.0,1.0,12,0,out_of_fold_training_predictions,12,1.0,1.0,1.0,0.8715429196801932,0.8613136731181832,0.8664282963991882,0.8768407721140393,1.0,1.0,60,21,20,0.002,0.8875,1.060025900020264,7.522147178649902,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.6,0.0155,1,Graph-CoLD,scalar_soft,0.7275394878744647,0.006756756756756757,0.07954545454545454,0.4351515151515152,0.391304347826087,1.0,1.0,12,12,out_of_fold_training_predictions,12,1.0,1.0,1.0,0.8715429196801932,0.8613136731181832,0.8664282963991882,0.8768407721140393,1.0,1.0,60,0,0,0.0,0.0,0.7045399999478832,8.12425422668457,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,1,CoLD,cold_hard,0.5088229211574871,0.006756756756756757,0.11363636363636363,0.0,0.0,0.0,0.0,16,0,out_of_fold_training_predictions,0,0.6873647713060331,0.13881743386762124,0.4130911025868272,0.6873647713060331,0.13881743386762124,0.4130911025868272,0.9836,0.9836,0.0,0,0,0,0.0,0.0,0.9318269999930635,6.8973388671875,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,p2d_real_audit_window_train_10000_test_1000,10000,1000,11,tail_asymmetric,0.8,0.0207,1,ablation_hard,hard_deletion,0.5513189044787558,0.006756756756756757,0.10795454545454546,0.05714285714285714,0.043478260869565216,0.0,0.0,16,0,out_of_fold_training_predictions,0,0.9263589562474822,0.7883969888078735,0.8573779725276778,0.9263589562474822,0.7883969888078735,0.8573779725276778,0.9936,0.9936,0.0,0,0,0,0.0,0.0,0.8057849999750033,7.518415451049805,"[1, 5, 6, 9, 10]","[""1"", ""5"", ""6"", ""9"", ""10""]",host|ip|temporal,True,
